,Order ID,Restaurant Name,State,City,Pizza Type,Pizza Size,Toppings Count,Topping Density,Pizza Complexity,Order Month,Order Time,Delivery Time,Delivery Duration (min),Estimated Duration (min),Delay (min),Delay Status,Distance (km),Traffic Level,Payment Category,Payment Method,Is Peak Hour,Is Weekend
317,ORD319,Pizza Hut,California,San Diego,Cheese Burst,X-Large,5,Medium Density,High,September,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
318,ORD320,Little Caesars,Florida,Jacksonville,Vegan,Small,1,Low Density,Very Low,September,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,TRUE
319,ORD321,Marco's Pizza,Texas,Fort Worth,Non-Veg,Large,4,Low Density,Medium,September,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
320,ORD322,Domino's,Ohio,Columbus,Veg,Medium,3,Low Density,Low,September,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
321,ORD323,Papa John's,North Carolina,Charlotte,Vegan,Small,2,High Density,Very Low,September,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
322,ORD324,Pizza Hut,Indiana,Indianapolis,Cheese Burst,X-Large,5,Medium Density,High,September,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
323,ORD325,Little Caesars,California,San Francisco,Non-Veg,Medium,3,Medium Density,Low,September,6:00,6:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,FALSE
324,ORD326,Marco's Pizza,North Carolina,Charlotte,Veg,Large,4,Low Density,Medium,September,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,TRUE
325,ORD327,Domino's,Michigan,Detroit,Veg,Medium,2,Medium Density,Very Low,September,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
326,ORD328,Papa John's,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,September,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
327,ORD329,Pizza Hut,Tennessee,Memphis,Cheese Burst,X-Large,5,Medium Density,High,September,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
328,ORD330,Little Caesars,Maryland,Baltimore,Vegan,Small,1,Low Density,Very Low,September,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,FALSE
329,ORD331,Marco's Pizza,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,September,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
330,ORD332,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,September,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Domino's Cash,TRUE,FALSE
331,ORD333,Papa John's,Illinois,Chicago,Non-Veg,Large,4,Medium Density,Medium,September,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,TRUE
332,ORD334,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,September,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
333,ORD335,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,September,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
334,ORD336,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,September,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
335,ORD337,Domino's,Florida,Miami,Veg,Medium,2,Medium Density,Very Low,September,8:00,8:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
336,ORD338,Papa John's,Illinois,Chicago,Non-Veg,Large,4,Medium Density,Medium,September,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
337,ORD339,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,September,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
338,ORD340,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,September,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
339,ORD341,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,September,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,TRUE
340,ORD342,Domino's,Florida,Miami,Veg,Medium,3,Low Density,Low,September,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
341,ORD343,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,October,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
342,ORD344,Pizza Hut,Massachusetts,Boston,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
343,ORD345,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,October,6:00,6:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,FALSE
344,ORD346,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,October,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,FALSE
345,ORD347,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,October,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
346,ORD348,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,October,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,TRUE
347,ORD349,Pizza Hut,California,San Diego,Cheese Burst,X-Large,5,Medium Density,High,October,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
348,ORD350,Little Caesars,Florida,Jacksonville,Vegan,Small,1,Low Density,Very Low,October,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,FALSE
349,ORD351,Marco's Pizza,Texas,Fort Worth,Non-Veg,Large,4,Low Density,Medium,October,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
350,ORD352,Domino's,Ohio,Columbus,Veg,Medium,3,Low Density,Low,October,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
351,ORD353,Papa John's,North Carolina,Charlotte,Vegan,Small,2,High Density,Very Low,October,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
352,ORD354,Pizza Hut,Indiana,Indianapolis,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,TRUE
353,ORD355,Little Caesars,California,San Francisco,Non-Veg,Medium,3,Medium Density,Low,October,6:00,6:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,TRUE
354,ORD356,Marco's Pizza,North Carolina,Charlotte,Veg,Large,4,Low Density,Medium,October,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,FALSE
355,ORD357,Domino's,Michigan,Detroit,Veg,Medium,2,Medium Density,Very Low,October,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
356,ORD358,Papa John's,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,October,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
357,ORD359,Pizza Hut,Tennessee,Memphis,Cheese Burst,X-Large,5,Medium Density,High,October,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
358,ORD360,Little Caesars,Maryland,Baltimore,Vegan,Small,1,Low Density,Very Low,October,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
359,ORD361,Marco's Pizza,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,October,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,TRUE
360,ORD362,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,October,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Domino's Cash,TRUE,TRUE
361,ORD363,Domino's,Florida,Miami,Veg,Medium,2,Medium Density,Very Low,October,8:00,8:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
362,ORD364,Papa John's,Illinois,Chicago,Non-Veg,Large,4,Medium Density,Medium,October,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
363,ORD365,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,October,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
364,ORD366,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,October,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
365,ORD367,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,October,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
366,ORD368,Domino's,Florida,Miami,Veg,Medium,3,Low Density,Low,October,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
367,ORD369,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,October,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
368,ORD370,Pizza Hut,Massachusetts,Boston,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
369,ORD371,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,October,6:00,6:30,30,24,6,Delayed,4,Medium,Online,Card,TRUE,FALSE
370,ORD372,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,October,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,FALSE
371,ORD373,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,October,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
372,ORD374,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,November,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
373,ORD375,Pizza Hut,California,San Diego,Cheese Burst,X-Large,5,Medium Density,High,November,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
374,ORD376,Little Caesars,Florida,Jacksonville,Vegan,Small,1,Low Density,Very Low,November,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,TRUE
375,ORD377,Marco's Pizza,Texas,Fort Worth,Non-Veg,Large,4,Low Density,Medium,November,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
376,ORD378,Domino's,Ohio,Columbus,Veg,Medium,3,Low Density,Low,November,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
377,ORD379,Papa John's,North Carolina,Charlotte,Vegan,Small,2,High Density,Very Low,November,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
378,ORD380,Pizza Hut,Indiana,Indianapolis,Cheese Burst,X-Large,5,Medium Density,High,November,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
379,ORD381,Little Caesars,California,San Francisco,Non-Veg,Medium,3,Medium Density,Low,November,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
380,ORD382,Marco's Pizza,North Carolina,Charlotte,Veg,Large,4,Low Density,Medium,November,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
381,ORD383,Domino's,Michigan,Detroit,Veg,Medium,2,Medium Density,Very Low,November,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
382,ORD384,Papa John's,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,November,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
383,ORD385,Pizza Hut,Tennessee,Memphis,Cheese Burst,X-Large,5,Medium Density,High,November,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
384,ORD386,Little Caesars,Maryland,Baltimore,Vegan,Small,1,Low Density,Very Low,November,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
385,ORD387,Marco's Pizza,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,November,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
386,ORD388,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,November,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Domino's Cash,TRUE,FALSE
387,ORD389,Domino's,Florida,Miami,Veg,Medium,2,Medium Density,Very Low,November,8:00,8:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
388,ORD390,Papa John's,Illinois,Chicago,Non-Veg,Large,4,Medium Density,Medium,November,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,TRUE
389,ORD391,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,November,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
390,ORD392,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,November,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
391,ORD393,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,November,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
392,ORD394,Domino's,Florida,Miami,Gluten-Free,Medium,3,Low Density,Low,November,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
393,ORD395,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,November,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
394,ORD396,Pizza Hut,Massachusetts,Boston,Stuffed Crust,X-Large,5,Medium Density,High,November,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,TRUE
395,ORD397,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,November,6:00,6:30,30,24,6,Delayed,4,Medium,Online,Card,TRUE,TRUE
396,ORD398,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,November,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,FALSE
397,ORD399,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,November,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
398,ORD400,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,November,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
399,ORD401,Pizza Hut,California,San Diego,Cheese Burst,X-Large,5,Medium Density,High,November,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,FALSE
400,ORD402,Little Caesars,Florida,Jacksonville,Vegan,Small,1,Low Density,Very Low,November,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,FALSE
401,ORD403,Marco's Pizza,Texas,Fort Worth,Non-Veg,Large,4,Low Density,Medium,November,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,TRUE
402,ORD404,Domino's,Ohio,Columbus,Veg,Medium,3,Low Density,Low,December,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
403,ORD405,Papa John's,North Carolina,Charlotte,Vegan,Small,2,High Density,Very Low,December,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
404,ORD406,Pizza Hut,Indiana,Indianapolis,Stuffed Crust,X-Large,5,Medium Density,High,December,7:45,8:25,40,45,-5,Early,7.5,High,Offline,Hut Points,TRUE,FALSE
405,ORD407,Little Caesars,California,San Francisco,Non-Veg,Medium,3,Medium Density,Low,December,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
406,ORD408,Marco's Pizza,North Carolina,Charlotte,Veg,Large,4,Low Density,Medium,December,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
407,ORD409,Domino's,Michigan,Detroit,Veg,Medium,2,Medium Density,Very Low,December,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
408,ORD410,Papa John's,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,December,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,TRUE
409,ORD411,Pizza Hut,Tennessee,Memphis,Cheese Burst,X-Large,5,Medium Density,High,December,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
410,ORD412,Little Caesars,Maryland,Baltimore,Vegan,Small,1,Low Density,Very Low,December,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
411,ORD413,Marco's Pizza,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,December,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
412,ORD414,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,December,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Domino's Cash,TRUE,FALSE
413,ORD415,Domino's,Florida,Miami,Thin Crust,Medium,2,Medium Density,Very Low,December,8:00,8:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
414,ORD416,Papa John's,Illinois,Chicago,Deep Dish,Large,4,Medium Density,Medium,December,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
415,ORD417,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,December,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
416,ORD418,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,December,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
417,ORD419,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,December,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
418,ORD420,Domino's,Florida,Miami,Gluten-Free,Medium,3,Low Density,Low,December,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
419,ORD421,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,December,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
420,ORD422,Pizza Hut,Massachusetts,Boston,Stuffed Crust,X-Large,5,Medium Density,High,December,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
421,ORD423,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,December,6:00,6:30,30,24,6,Delayed,4,Medium,Online,Card,TRUE,FALSE
422,ORD424,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,December,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,TRUE
423,ORD425,Domino's,Florida,Miami,Thin Crust,Medium,2,Medium Density,Very Low,December,8:00,8:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
424,ORD426,Papa John's,Illinois,Chicago,Deep Dish,Large,4,Medium Density,Medium,December,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
425,ORD427,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,December,8:30,9:10,40,48,-8,Early,8,High,Offline,Hut Points,TRUE,TRUE
426,ORD428,Little Caesars,Texas,Houston,Vegan,Small,1,Low Density,Very Low,December,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
427,ORD429,Marco's Pizza,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,December,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
428,ORD430,Domino's,Florida,Miami,Gluten-Free,Medium,3,Low Density,Low,December,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
429,ORD431,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,December,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
430,ORD432,Pizza Hut,Massachusetts,Boston,Stuffed Crust,X-Large,5,Medium Density,High,December,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
431,ORD433,Little Caesars,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,December,6:00,6:30,30,24,6,Delayed,4,Medium,Online,Card,TRUE,FALSE
432,ORD434,Marco's Pizza,Washington,Seattle,Veg,Large,4,Low Density,Medium,December,8:15,9:00,45,54,-9,Early,9,High,Online,Wallet,TRUE,TRUE
433,ORD435,Domino's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,December,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
434,ORD436,Papa John's,Texas,Austin,Non-Veg,Large,4,Medium Density,Medium,December,7:15,7:45,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
435,ORD437,Pizza Hut,California,San Diego,Cheese Burst,X-Large,5,Medium Density,High,December,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
436,ORD438,Little Caesars,Florida,Jacksonville,Vegan,Small,1,Low Density,Very Low,December,6:45,7:05,20,15,5,Delayed,2.5,Low,Online,Wallet,TRUE,FALSE
437,ORD439,Marco's Pizza,Texas,Fort Worth,Non-Veg,Large,4,Low Density,Medium,December,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
438,ORD440,Domino's,Ohio,Columbus,Veg,Medium,3,Low Density,Low,December,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
439,ORD441,Papa John's,North Carolina,Charlotte,Vegan,Small,2,High Density,Very Low,December,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
440,ORD442,Pizza Hut,Indiana,Indianapolis,Stuffed Crust,X-Large,5,Medium Density,High,December,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,TRUE
441,ORD443,Little Caesars,California,San Francisco,Non-Veg,Medium,3,Medium Density,Low,December,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
442,ORD444,Marco's Pizza,North Carolina,Charlotte,Veg,Large,4,Low Density,Medium,December,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
443,ORD445,Domino's,Michigan,Detroit,Veg,Medium,2,Medium Density,Very Low,January,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
444,ORD446,Papa John's,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,January,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
445,ORD447,Pizza Hut,Tennessee,Memphis,Cheese Burst,X-Large,5,Medium Density,High,January,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
446,ORD448,Little Caesars,Maryland,Baltimore,Vegan,Small,1,Low Density,Very Low,January,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
447,ORD449,Marco's Pizza,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,January,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,TRUE
448,ORD450,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,January,6:00,6:20,20,18,2,Delayed,3,Low,Offline,Domino's Cash,TRUE,FALSE
449,ORD451,Papa John's,Illinois,Chicago,Deep Dish,Large,4,Medium Density,Medium,January,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,FALSE
450,ORD452,Pizza Hut,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,January,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
451,ORD453,Little Caesars,Texas,Houston,Thai Chicken,Medium,3,Medium Density,Low,January,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
452,ORD454,Marco's Pizza,Georgia,Atlanta,Sicilian,Large,4,Medium Density,Medium,January,7:15,7:50,35,39,-4,Early,6.5,High,Online,UPI,TRUE,FALSE
453,ORD455,Domino's,Florida,Orlando,Cheese Burst,X-Large,5,Medium Density,High,January,8:30,9:10,40,48,-8,Early,8,High,Online,Wallet,TRUE,TRUE
454,ORD456,Papa John's,Texas,Austin,Vegan,Small,1,Low Density,Very Low,January,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
455,ORD457,Pizza Hut,Washington,Seattle,Non-Veg,Large,4,Low Density,Medium,January,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
456,ORD458,Domino's,Florida,Miami,Gluten-Free,Medium,3,Low Density,Low,January,8:00,8:35,35,33,2,Delayed,5.5,Medium,Offline,Domino's Cash,TRUE,FALSE
457,ORD459,Papa John's,Colorado,Denver,Vegan,Small,2,High Density,Very Low,January,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
458,ORD460,Pizza Hut,Massachusetts,Boston,Stuffed Crust,X-Large,5,Medium Density,High,January,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
459,ORD461,Domino's,New York,New York,Veg,Medium,2,Medium Density,Very Low,January,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
460,ORD462,Papa John's,Illinois,Chicago,Deep Dish,Large,4,Medium Density,Medium,January,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,TRUE
461,ORD463,Little Caesars,California,Los Angeles,Cheese Burst,X-Large,5,Medium Density,High,January,8:30,9:10,40,48,-8,Early,8,High,Online,Wallet,TRUE,TRUE
462,ORD464,Marco's Pizza,Texas,Houston,Vegan,Small,1,Low Density,Very Low,January,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
463,ORD465,Domino's,Arizona,Phoenix,Non-Veg,Large,4,Low Density,Medium,January,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
464,ORD466,Papa John's,Pennsylvania,Philadelphia,Gluten-Free,Medium,3,Low Density,Low,January,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
465,ORD467,Pizza Hut,Texas,San Antonio,Vegan,Small,2,High Density,Very Low,January,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
466,ORD468,Little Caesars,California,San Diego,Stuffed Crust,X-Large,5,Medium Density,High,January,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
467,ORD469,Marco's Pizza,Texas,Dallas,Non-Veg,Medium,3,Medium Density,Low,January,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
468,ORD470,Domino's,California,San Jose,Veg,Large,4,Low Density,Medium,January,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
469,ORD471,Papa John's,Texas,Austin,Veg,Medium,2,Medium Density,Very Low,January,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
470,ORD472,Pizza Hut,Florida,Jacksonville,Non-Veg,Large,4,Medium Density,Medium,January,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
471,ORD473,Little Caesars,Texas,Fort Worth,Cheese Burst,X-Large,5,Medium Density,High,January,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
472,ORD474,Marco's Pizza,Ohio,Columbus,Vegan,Small,1,Low Density,Very Low,January,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
473,ORD475,Domino's,North Carolina,Charlotte,Non-Veg,Large,4,Low Density,Medium,January,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
